index,split,unknown_class,cifar10_predicted_class,score,threshold,margin,failure_category,explanation
783,far,bottle,cat,-5.7006,-5.2929,0.4076,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
336,far,chair,airplane,-5.697,-5.2929,0.404,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
76,far,mushroom,bird,-5.6946,-5.2929,0.4017,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
256,far,bowl,ship,-5.6881,-5.2929,0.3951,Semantically Plausible,"Class 'bowl' shares strong visual/semantic features with CIFAR-10 'ship', causing the closed-set classifier to absorb the unknown with high logit response."
249,far,wardrobe,cat,-5.6866,-5.2929,0.3937,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
561,far,sunflower,cat,-5.6787,-5.2929,0.3857,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
98,far,sunflower,cat,-5.6733,-5.2929,0.3804,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
368,far,bowl,cat,-5.6733,-5.2929,0.3804,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
759,far,keyboard,bird,-5.6686,-5.2929,0.3756,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
139,far,bowl,ship,-5.6667,-5.2929,0.3738,Semantically Plausible,"Class 'bowl' shares strong visual/semantic features with CIFAR-10 'ship', causing the closed-set classifier to absorb the unknown with high logit response."
360,far,mushroom,horse,-5.659,-5.2929,0.3661,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'horse', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
458,far,mushroom,cat,-5.6582,-5.2929,0.3653,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
123,far,keyboard,cat,-5.6563,-5.2929,0.3634,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
748,far,mushroom,deer,-5.6485,-5.2929,0.3556,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'deer', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
243,far,clock,cat,-5.6481,-5.2929,0.3552,Surprising Failure,"Class 'clock' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
563,far,keyboard,horse,-5.643,-5.2929,0.3501,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'horse', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
191,far,sunflower,ship,-5.6409,-5.2929,0.348,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'ship', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
799,far,mushroom,airplane,-5.6005,-5.2929,0.3076,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
514,far,wardrobe,cat,-5.599,-5.2929,0.3061,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
126,far,bottle,bird,-5.5921,-5.2929,0.2991,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
765,far,chair,airplane,-5.592,-5.2929,0.2991,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
794,far,mushroom,bird,-5.5919,-5.2929,0.2989,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
79,far,sunflower,cat,-5.5717,-5.2929,0.2787,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
78,far,mushroom,deer,-5.5651,-5.2929,0.2722,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'deer', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
220,far,keyboard,frog,-5.54,-5.2929,0.247,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
9,far,bottle,cat,-5.5315,-5.2929,0.2386,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
606,far,bowl,cat,-5.5253,-5.2929,0.2324,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
157,far,bottle,cat,-5.5146,-5.2929,0.2217,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
379,far,clock,automobile,-5.5124,-5.2929,0.2194,Surprising Failure,"Class 'clock' is visually distant from CIFAR-10 'automobile', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
546,far,bowl,airplane,-5.5095,-5.2929,0.2165,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
747,far,keyboard,airplane,-5.465,-5.2929,0.172,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
633,far,chair,truck,-5.4626,-5.2929,0.1697,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
309,far,mushroom,frog,-5.4293,-5.2929,0.1364,Semantically Plausible,"Class 'mushroom' shares strong visual/semantic features with CIFAR-10 'frog', causing the closed-set classifier to absorb the unknown with high logit response."
735,far,keyboard,cat,-5.4193,-5.2929,0.1264,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
592,far,keyboard,cat,-5.4128,-5.2929,0.1199,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
664,far,clock,cat,-5.3944,-5.2929,0.1015,Surprising Failure,"Class 'clock' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
154,far,wardrobe,cat,-5.3723,-5.2929,0.0794,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
56,far,bowl,frog,-5.367,-5.2929,0.074,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
530,far,keyboard,airplane,-5.3667,-5.2929,0.0737,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
52,far,sunflower,frog,-5.3626,-5.2929,0.0697,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
788,far,bottle,frog,-5.3434,-5.2929,0.0504,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
333,far,bowl,dog,-5.3425,-5.2929,0.0496,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'dog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
502,far,keyboard,cat,-5.3383,-5.2929,0.0453,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
438,far,wardrobe,truck,-5.3357,-5.2929,0.0427,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
159,far,sunflower,frog,-5.3322,-5.2929,0.0393,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
600,far,bottle,cat,-5.3277,-5.2929,0.0347,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
22,far,keyboard,automobile,-5.3229,-5.2929,0.0299,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'automobile', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
72,far,mushroom,frog,-5.3203,-5.2929,0.0273,Semantically Plausible,"Class 'mushroom' shares strong visual/semantic features with CIFAR-10 'frog', causing the closed-set classifier to absorb the unknown with high logit response."
452,far,chair,airplane,-5.3188,-5.2929,0.0259,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
708,far,wardrobe,cat,-5.3137,-5.2929,0.0208,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
248,far,bottle,bird,-5.3131,-5.2929,0.0202,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
639,far,mushroom,cat,-5.3082,-5.2929,0.0153,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
594,far,sunflower,frog,-5.3059,-5.2929,0.013,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
518,far,bowl,ship,-5.3003,-5.2929,0.0074,Semantically Plausible,"Class 'bowl' shares strong visual/semantic features with CIFAR-10 'ship', causing the closed-set classifier to absorb the unknown with high logit response."
